Name,Edition,Edition code,Collector's number,Price,Foil,Currency,Scryfall ID,Quantity
Razorkin Needlehead,Duskmourn: House of Horror,DSK,347,$9.59,false,USD,25c34cb6-c8cb-4814-a647-9c63b10f02c4,1
Meathook Massacre II,Duskmourn: House of Horror,DSK,311,$19.20,false,USD,b3686075-cef4-48b7-ac50-3e27282a3f70,1
Entity Tracker,Duskmourn: House of Horror,DSK,307,$0.94,false,USD,885098d1-f9b4-429b-97b5-c5c448111e22,2
Overlord of the Boilerbilges,Duskmourn: House of Horror,DSK,380,$4.87,false,USD,27266b27-3f16-4690-aaa0-07ea10b37bb6,1
Undead Sprinter,Duskmourn: House of Horror,DSK,350,$0.49,false,USD,ef349a98-d4df-4eab-81e3-96a74aff5902,2
Twitching Doll,Duskmourn: House of Horror,DSK,384,$1.69,false,USD,0b47d003-bbdb-4c58-a648-3f0d7474f326,1
"Tyvar, the Pummeler",Duskmourn: House of Horror,DSK,353,$8.25,true,USD,1c6f8dd7-6ec8-44b5-8827-192f255c4211,1
Enduring Innocence,Duskmourn: House of Horror,DSK,368,$2.39,false,USD,6d908299-aac0-46a6-8fa5-780d5b3e0386,1
Overlord of the Floodpits,Duskmourn: House of Horror,DSK,373,$5.01,false,USD,5b0d446b-75ac-49d8-911a-73d17419ff05,1
Enduring Courage,Duskmourn: House of Horror,DSK,378,$1.31,false,USD,98c10aa8-111a-4b02-a0a4-fee4c17f9c24,2
Screaming Nemesis,Duskmourn: House of Horror,DSK,348,$11.79,false,USD,ad3f4c72-ff6e-4d7f-8eb8-45a0a9605fc0,1
Walk-In Closet // Forgotten Cellar,Duskmourn: House of Horror,DSK,341,$9.81,false,USD,c2e9868b-da2a-474d-8560-8bc4eb672cd3,1
Hedge Shredder,Duskmourn: House of Horror,DSK,320,$2.97,false,USD,01595caa-7abd-4b47-8015-3754d8eb39cf,1
Ghostly Dancers,Duskmourn: House of Horror,DSK,302,$0.52,false,USD,851b9caa-bb70-4d84-8139-b70867193922,1
Valgavoth's Lair,Duskmourn: House of Horror,DSK,327,$3.05,false,USD,7b5041f1-7cb8-4b60-94f6-436430bbece4,2
Gleeful Arsonist,Duskmourn: House of Horror Commander,DSC,56,$0.00,false,USD,5949e77b-a9e8-4c1c-8ee0-f3c7ac5f8f83,2
Curator Beastie,Duskmourn: House of Horror Commander,DSC,58,$0.00,false,USD,78385399-fc28-4944-a817-7b3166414620,2
Demolisher Spawn,Duskmourn: House of Horror Commander,DSC,59,$0.00,false,USD,24b020bb-c758-4957-a9d6-69b9e0fe80d1,3
Persistent Constrictor,Duskmourn: House of Horror Commander,DSC,52,$0.00,false,USD,1b874319-5d65-4875-be0a-00adcf0cc476,2
Metamorphosis Fanatic,Duskmourn: House of Horror Commander,DSC,51,$0.00,false,USD,48acd7ae-d61a-451a-b03a-0c93b548b908,2
Suspended Sentence,Duskmourn: House of Horror Commander,DSC,54,$0.00,false,USD,fd3ceb49-3a13-47ff-b0a2-abfff43ad100,1
"Kianne, Corrupted Memory",Duskmourn: House of Horror Commander,DSC,2,$4.73,true,USD,d970c966-9a89-4c4c-ac73-8cf8fffe7721,2
Disorienting Choice,Duskmourn: House of Horror Commander,DSC,60,$0.00,false,USD,69a6433f-b832-4edc-bf74-2bed59cb4e20,1
Zimone's Hypothesis,Duskmourn: House of Horror Commander,DSC,46,$0.00,false,USD,0e0a196a-fff1-4135-8e0f-dc842382523c,2
Seance Board,Duskmourn: House of Horror Commander,DSC,67,$0.00,false,USD,b6ec7a70-dcd9-4210-9283-af848e638361,1
The Master of Keys,Duskmourn: House of Horror Commander,DSC,4,$1.68,true,USD,3545341b-dacc-4ac8-976e-39754a62bbc3,1
"Zimone, Mystery Unraveler",Duskmourn: House of Horror Commander,DSC,8,$6.40,true,USD,30f23588-5064-48d9-a271-039df757f8d2,2
Sadistic Shell Game,Duskmourn: House of Horror Commander,DSC,53,$0.00,false,USD,4f71547e-9cf9-4afe-b768-efaecdddc13a,2
Barbflare Gremlin,Duskmourn: House of Horror Commander,DSC,55,$0.00,false,USD,26b96f77-c342-4c3b-abf8-5f101729d1a8,1
Giggling Skitterspike,Duskmourn: House of Horror Commander,DSC,66,$0.00,false,USD,a7360ffb-5a45-490f-9adf-d540a404e64d,2
Shriekwood Devourer,Duskmourn: House of Horror Commander,DSC,62,$0.00,false,USD,3796eccf-513e-41fe-be5b-aae3b476615b,1
Ancient Cellarspawn,Duskmourn: House of Horror Commander,DSC,47,$0.00,false,USD,f37f2926-c653-4de4-83f8-3b493317c430,1
"Valgavoth, Harrower of Souls",Duskmourn: House of Horror Commander,DSC,6,$6.67,true,USD,8d7c1f6c-af45-4449-8cf8-e13830b3df8a,1
Fear of Sleep Paralysis,Duskmourn: House of Horror Commander,DSC,43,$0.00,false,USD,3a2c84e9-b63f-4683-a1be-93567b1cf991,1
Barbflare Gremlin,Duskmourn: House of Horror Commander,DSC,26,$0.00,false,USD,825f509c-272e-4c91-a139-da3c67bd6b33,1
Deluge of Doom,Duskmourn: House of Horror Commander,DSC,48,$0.00,false,USD,b64ace2b-e1f6-4aec-b08f-fdb7fb893483,1
Twitching Doll,Duskmourn: House of Horror,DSK,417,$0.00,true,USD,23684053-024e-4e15-8aec-de3d4bc7f126,7
Valgavoth's Onslaught,Duskmourn: House of Horror,DSK,324,$2.12,true,USD,3518fbe6-5640-4aca-a2fd-e83c82d2e2fd,1
Charred Foyer // Warped Space,Duskmourn: House of Horror,DSK,340,$6.24,true,USD,c802966b-642c-4560-9c8e-e04adc9f41a4,1
Gloomlake Verge,Duskmourn: House of Horror,DSK,331,$13.66,true,USD,b414e4bd-a443-4ab3-bee4-1ad1d039aa1a,1
Leyline of the Void,Duskmourn: House of Horror,DSK,376,$1.01,true,USD,b30a559e-79f9-479e-8ef1-65fb91b9507d,1
Enduring Tenacity,Duskmourn: House of Horror,DSK,374,$5.19,true,USD,5d2d0033-1a73-4927-93a9-76d00ae7c6a8,1
Mirror Room // Fractured Realm,Duskmourn: House of Horror,DSK,337,$7.46,true,USD,f0c32b23-0586-4ac2-9304-d90b4636e7ae,1
Valgavoth's Lair,Duskmourn: House of Horror,DSK,271,$3.71,true,USD,65ff914e-3f3e-4b7a-b69d-73575b68fb8e,1
"Valgavoth, Terror Eater",Duskmourn: House of Horror,DSK,120,$20.47,true,USD,7740ff55-67bb-409e-90f7-2c2c8b8c770a,1
Overlord of the Hauntwoods,Duskmourn: House of Horror,DSK,383,$16.52,true,USD,3832d950-eb12-470f-9593-0f10d2a3a0f2,1
Cursed Recording,Duskmourn: House of Horror,DSK,131,$0.72,true,USD,d13a247c-c941-488a-b13b-bffb1f1f368a,1
The Mindskinner,Duskmourn: House of Horror,DSK,66,$1.62,true,USD,7f1bb4c5-99be-46cc-ad54-7affb5f0144c,1
Plains,Duskmourn: House of Horror,DSK,278,$0.50,true,USD,756abff9-9810-4e2d-b1d7-ec4e2d6d5187,1
Swamp,Duskmourn: House of Horror,DSK,281,$0.42,true,USD,3c51de66-a3ed-4ca9-befb-9813e96c4ade,1
Terramorphic Expanse,Duskmourn: House of Horror,DSK,269,$0.26,true,USD,b379c8f1-817c-4f18-8f58-45c40504433e,1
Island,Duskmourn: House of Horror,DSK,280,$0.50,true,USD,e1d10d9c-8771-4870-aebf-e767d0fada32,1
Under the Skin,Duskmourn: House of Horror,DSK,323,$0.51,true,USD,9eb34e17-bc12-4a4e-a418-0dbd3e6665a8,2
Withering Torment,Duskmourn: House of Horror,DSK,313,$1.62,true,USD,87e03d07-c491-4ea1-a2f7-49c022005059,2
Enduring Vitality,Duskmourn: House of Horror,DSK,176,$3.08,false,USD,9d76a30c-0431-4334-892a-9822dda9671a,1
Marina Vendrell's Grimoire,Duskmourn: House of Horror,DSK,308,$1.95,true,USD,b976d642-3cf0-42c5-b3ba-12818e596f9c,1
Leyline of Hope,Duskmourn: House of Horror,DSK,369,$1.05,false,USD,e6209ca8-3a2a-4c0a-9f86-54283af9df75,1
Marina Vendrell's Grimoire,Duskmourn: House of Horror,DSK,308,$0.56,false,USD,b976d642-3cf0-42c5-b3ba-12818e596f9c,1
